1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,2,5220;
1559133545714,0,5220;
1559133545714,2,5220;
1559133545714,1,5220;
1559133545714,2,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,3,5220;
1559133545714,1,5220;
1559133545714,2,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,2,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,2,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,3,5220;
1559133545714,0,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,2,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,2,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,3,5220;
1559133545714,3,5220;
1559133545714,255,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,2,5220;
1559133545714,255,5220;
1559133545714,1,5220;
1559133545714,2,5220;
1559133545714,4,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,2,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,255,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,3,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,2,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,2,5220;
1559133545714,2,5220;
1559133545714,2,5220;
1559133545714,2,5220;
1559133545714,1,5220;
1559133545714,3,5220;
1559133545714,0,5220;
1559133545714,2,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,2,5220;
1559133545714,2,5220;
1559133545714,2,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,3,5220;
1559133545714,0,5220;
1559133545714,2,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,2,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,3,5220;
1559133545714,2,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,0,5220;
1559133545714,2,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,3,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,255,5220;
1559133545714,0,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,2,5220;
1559133545714,2,5220;
1559133545714,2,5220;
1559133545714,1,5220;
1559133545714,1,5220;
1559133545714,0,5220;
1559133545714,255,5220;
1559133545714,1,5220;
