1559913686360,4,5200;
1559913686360,1,5200;
1559913686360,4,5200;
1559913686360,4,5200;
1559913686360,2,5200;
1559913686360,5,5200;
1559913686360,2,5200;
1559913686360,2,5200;
1559913686360,6,5200;
1559913686360,1,5200;
1559913686360,3,5200;
1559913686360,2,5200;
1559913686360,1,5200;
1559913686360,4,5200;
1559913686360,36,5200;
1559913686360,34,5200;
1559913686360,2,5200;
1559913686360,4,5200;
1559913686360,4,5200;
1559913686360,1,5200;
1559913686360,4,5200;
1559913686360,6,5200;
1559913686360,1,5200;
1559913686360,4,5200;
1559913686360,5,5200;
1559913686360,255,5200;
1559913686360,5,5200;
1559913686360,3,5200;
1559913686360,2,5200;
1559913686360,5,5200;
1559913686360,2,5200;
1559913686360,0,5200;
1559913686360,5,5200;
1559913686360,1,5200;
1559913686360,3,5200;
1559913686360,4,5200;
1559913686360,2,5200;
1559913686360,4,5200;
1559913686360,4,5200;
1559913686360,1,5200;
1559913686360,7,5200;
1559913686360,4,5200;
1559913686360,1,5200;
1559913686360,5,5200;
1559913686360,4,5200;
1559913686360,6,5200;
1559913686360,5,5200;
1559913686360,5,5200;
1559913686360,2,5200;
1559913686360,7,5200;
1559913686360,0,5200;
1559913686360,8,5200;
1559913686360,3,5200;
1559913686360,0,5200;
1559913686360,5,5200;
1559913686360,1,5200;
1559913686360,255,5200;
1559913686360,5,5200;
1559913686360,1,5200;
1559913686360,1,5200;
1559913686360,4,5200;
1559913686360,2,5200;
1559913686360,2,5200;
1559913686360,4,5200;
1559913686360,0,5200;
1559913686360,4,5200;
1559913686360,5,5200;
1559913686360,1,5200;
1559913686360,4,5200;
1559913686360,4,5200;
1559913686360,5,5200;
1559913686360,1,5200;
1559913686360,3,5200;
1559913686360,4,5200;
1559913686360,1,5200;
1559913686360,5,5200;
1559913686360,4,5200;
1559913686360,7,5200;
1559913686360,3,5200;
1559913686360,1,5200;
1559913686360,6,5200;
1559913686360,3,5200;
1559913686360,37,5200;
1559913686360,14,5200;
1559913686360,4,5200;
1559913686360,0,5200;
1559913686360,5,5200;
1559913686360,4,5200;
1559913686360,1,5200;
1559913686360,4,5200;
1559913686360,3,5200;
1559913686360,2,5200;
1559913686360,5,5200;
1559913686360,2,5200;
1559913686360,1,5200;
1559913686360,5,5200;
1559913686360,1,5200;
1559913686360,0,5200;
1559913686360,6,5200;
1559913686360,1,5200;
1559913686360,1,5200;
1559913686360,4,5200;
1559913686360,1,5200;
1559913686360,5,5200;
1559913686360,5,5200;
1559913686360,1,5200;
