1559913686602;51072;
1559913686603;50220;
1559913686604;51924;
1559913686605;51072;
1559913686607;51072;
1559913686608;0;
1559913686609;0;
1559913686610;25536;
1559913686612;59584;
1559913686613;42560;
1559913686614;51072;
1559913686615;59584;
1559913686616;34048;
1559913686618;0;
1559913686619;0;
1559913686620;8512;
1559913686621;52604;
1559913686623;58052;
1559913686624;54136;
1559913686625;13960;
1559913686626;0;
1559913686627;0;
1559913686629;0;
1559913686630;0;
1559913686631;0;
1559913686632;0;
1559913686634;0;
1559913686635;0;
1559913686636;0;
1559913686637;34048;
1559913686638;51072;
1559913686640;51072;
1559913686641;51072;
1559913686642;51072;
1559913686643;48688;
1559913686645;53456;
1559913686646;51072;
1559913686647;34048;
1559913686648;0;
1559913686649;0;
1559913686651;0;
1559913686652;0;
1559913686653;0;
1559913686654;0;
1559913686655;0;
1559913686657;4596;
1559913686658;54988;
1559913686659;51072;
1559913686660;51072;
1559913686662;59584;
1559913686663;54136;
1559913686664;49540;
1559913686665;58052;
1559913686666;57200;
1559913686668;53456;
1559913686669;51072;
1559913686670;42560;
1559913686671;0;
1559913686673;0;
1559913686674;0;
1559913686675;0;
1559913686676;0;
1559913686677;0;
1559913686679;0;
1559913686680;0;
1559913686681;51072;
1559913686682;51072;
1559913686683;48688;
1559913686685;53456;
1559913686686;59584;
1559913686687;51072;
1559913686688;51072;
1559913686690;59584;
1559913686691;8512;
1559913686692;0;
1559913686693;0;
1559913686695;0;
1559913686696;0;
1559913686697;0;
1559913686698;0;
1559913686699;0;
1559913686701;34048;
1559913686702;51072;
1559913686703;59584;
1559913686704;59584;
1559913686706;51072;
1559913686707;51072;
1559913686708;51072;
1559913686709;51072;
1559913686711;25536;
1559913686712;0;
1559913686713;0;
1559913686714;0;
1559913686716;0;
1559913686717;0;
1559913686718;0;
1559913686719;0;
1559913686720;25536;
1559913686722;51072;
1559913686723;51072;
1559913686724;51072;
1559913686725;59584;
1559913686727;51072;
1559913686728;55668;
1559913686729;63500;
1559913686730;34048;
1559913686731;0;
1559913686733;0;
1559913686734;0;
1559913686735;0;
1559913686736;0;
1559913686738;42560;
1559913686739;51072;
1559913686740;54136;
1559913686741;59584;
1559913686743;56520;
1559913686744;51072;
1559913686753;136252;
1559913686755;55668;
1559913686756;54988;
1559913686757;51072;
1559913686759;64180;
1559913686760;54136;
1559913686761;9364;
1559913686762;0;
1559913686763;0;
1559913686765;0;
1559913686766;0;
1559913686767;25536;
1559913686768;57200;
1559913686770;53456;
1559913686771;51072;
1559913686772;59584;
1559913686773;51072;
1559913686774;25536;
1559913686776;0;
1559913686777;17024;
1559913686778;51072;
1559913686779;51072;
1559913686781;0;
1559913686782;0;
1559913686783;0;
1559913686784;41708;
1559913686786;51924;
1559913686787;59584;
1559913686788;17024;
1559913686790;0;
1559913686791;0;
1559913686792;104;
1559913686793;0;
1559913686795;51072;
1559913686796;51072;
1559913686797;51072;
1559913686798;51072;
1559913686799;42560;
1559913686801;0;
1559913686802;0;
1559913686803;0;
1559913686804;51072;
1559913686806;51072;
1559913686807;62648;
1559913686808;22472;
1559913686809;0;
1559913686811;0;
1559913686812;0;
1559913686813;0;
1559913686814;42560;
1559913686815;59584;
1559913686817;51072;
1559913686818;54136;
1559913686819;49540;
1559913686820;32516;
1559913686822;0;
1559913686823;0;
1559913686824;0;
1559913686825;0;
1559913686826;104;
1559913686828;0;
1559913686829;0;
1559913686830;8512;
1559913686831;45624;
1559913686833;56520;
1559913686834;51072;
1559913686835;51072;
1559913686836;51072;
1559913686837;59584;
1559913686839;51072;
1559913686840;51072;
1559913686841;0;
1559913686842;0;
1559913686843;0;
1559913686845;0;
1559913686846;0;
1559913686847;25536;
1559913686848;51072;
1559913686850;51072;
1559913686851;59584;
1559913686852;59584;
1559913686860;340480;
1559913686861;59584;
1559913686863;57200;
1559913686864;53456;
1559913686865;51072;
1559913686866;51072;
1559913686867;50220;
1559913686869;51924;
1559913686870;51072;
1559913686871;67244;
1559913686872;51924;
1559913686874;51072;
1559913686875;59584;
1559913686876;59584;
1559913686877;51072;
1559913686878;51072;
1559913686880;65712;
1559913686881;44944;
1559913686882;54136;
1559913686883;58052;
1559913686885;58052;
1559913686886;59584;
1559913686887;59584;
1559913686888;59584;
1559913686889;51072;
1559913686891;51072;
1559913686892;45624;
1559913686893;56520;
1559913686895;110656;
1559913686897;51072;
1559913686898;59584;
1559913686899;42560;
1559913686900;57200;
1559913686902;53456;
1559913686903;59584;
1559913686904;51072;
1559913686905;59584;
1559913686907;42560;
1559913686908;57200;
1559913686909;53456;
1559913686910;54136;
1559913686911;56520;
1559913686913;55668;
1559913686914;54988;
1559913686915;51072;
1559913686916;59584;
1559913686918;59584;
1559913686919;48688;
1559913686920;53456;
1559913686921;59584;
1559913686922;51072;
1559913686924;51072;
1559913686925;51072;
1559913686926;55668;
1559913686927;54988;
1559913686929;47156;
1559913686930;46476;
1559913686931;51072;
1559913686932;68096;
1559913686934;59584;
1559913686935;51072;
1559913686936;59584;
1559913686937;42560;
1559913686939;51072;
1559913686940;59584;
1559913686941;51072;
1559913686942;44092;
1559913686944;58052;
1559913686945;59584;
1559913686946;59584;
1559913686947;59584;
1559913686949;58732;
1559913686950;51924;
1559913686951;51072;
1559913686952;51072;
1559913686953;54136;
1559913686955;58052;
1559913686956;66564;
1559913686957;51072;
1559913686958;54136;
1559913686960;48008;
1559913686961;57200;
1559913686962;53456;
1559913686963;51072;
1559913686964;59584;
1559913686966;51072;
1559913686967;59584;
1559913686968;59584;
1559913686969;51072;
1559913686971;51072;
1559913686972;51072;
1559913686973;59584;
1559913686974;59584;
1559913686976;57200;
1559913686977;53456;
1559913686978;59584;
1559913686979;59584;
1559913686980;51072;
1559913686982;51072;
1559913686983;51072;
1559913686984;59584;
1559913686985;51072;
1559913686986;59584;
1559913686988;51072;
1559913686989;48688;
1559913686990;53456;
1559913686991;51072;
1559913686993;59584;
1559913686994;51072;
1559913686995;51072;
1559913686996;59584;
1559913686997;51072;
1559913686999;52604;
1559913687000;58052;
1559913687001;59584;
1559913687002;51072;
1559913687004;59584;
1559913687005;51072;
1559913687006;51072;
1559913687007;42560;
1559913687008;51072;
1559913687010;51072;
1559913687011;59584;
1559913687012;51072;
1559913687013;59584;
1559913687014;51072;
1559913687016;58732;
1559913687017;51924;
1559913687018;59584;
1559913687019;51072;
1559913687021;59584;
1559913687022;51072;
1559913687023;54136;
1559913687024;56520;
1559913687025;51072;
1559913687027;51072;
1559913687028;51072;
1559913687029;51072;
1559913687031;47156;
1559913687032;46476;
1559913687033;48688;
1559913687034;44944;
1559913687036;42560;
1559913687037;42560;
1559913687038;42560;
1559913687039;42560;
1559913687041;51072;
1559913687042;48688;
1559913687043;36432;
1559913687044;51072;
1559913687045;47156;
1559913687047;41028;
1559913687048;39496;
1559913687049;37112;
1559913687050;39496;
1559913687052;51072;
1559913687053;34048;
1559913687054;42560;
1559913687055;42560;
1559913687057;51072;
1559913687058;42560;
1559913687059;42560;
1559913687060;42560;
1559913687061;42560;
1559913687063;42560;
1559913687064;51072;
1559913687065;42560;
1559913687066;35580;
1559913687068;49540;
1559913687069;45624;
1559913687070;48008;
1559913687071;42560;
1559913687072;51072;
1559913687074;51072;
1559913687075;51072;
1559913687076;42560;
1559913687078;93632;
1559913687080;42560;
1559913687081;42560;
1559913687082;42560;
1559913687083;51072;
1559913687085;51072;
1559913687086;42560;
1559913687087;51072;
1559913687088;44092;
1559913687089;57200;
1559913687091;34900;
1559913687092;47156;
1559913687093;46476;
1559913687094;51072;
1559913687095;51072;
1559913687097;51072;
1559913687098;37112;
1559913687099;48008;
1559913687100;25536;
1559913687101;0;
1559913687103;0;
1559913687104;0;
1559913687105;0;
1559913687106;0;
1559913687108;0;
1559913687109;0;
1559913687110;10044;
1559913687111;58052;
1559913687113;51072;
1559913687114;51072;
1559913687115;8512;
1559913687116;0;
1559913687118;0;
1559913687119;0;
1559913687120;0;
1559913687121;0;
1559913687122;0;
1559913687124;17024;
1559913687125;59584;
1559913687126;51072;
1559913687127;59584;
1559913687129;51072;
1559913687130;51072;
1559913687131;51072;
1559913687132;59584;
1559913687134;34048;
1559913687135;0;
1559913687136;0;
1559913687137;0;
1559913687138;0;
